stockid,stocklong,year,UdivUmsypref,TBbest,TBdivTBmsy,BdivBmsypref,TAC,TCbest,ERbest,SSB,F,FdivFmsy,country
ALBASPAC,Albacore tuna South Pacific Ocean,2001,0.327,NA,1.91,3.63,NA,58300,NA,206000,0.415,0.327,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2002,0.465,NA,1.76,3.33,NA,73200,NA,196000,0.599,0.465,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2003,0.409,NA,1.78,2.82,NA,62500,NA,196000,0.519,0.409,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2004,0.399,NA,1.85,2.65,NA,61900,NA,212000,0.514,0.399,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2005,0.363,NA,1.87,2.86,NA,63600,NA,219000,0.48,0.363,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2006,0.343,NA,1.81,3.03,NA,62400,NA,209000,0.436,0.343,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2007,0.273,NA,1.79,3.15,NA,58600,NA,208000,0.347,0.273,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2008,0.311,NA,1.86,3.06,NA,62700,NA,213000,0.389,0.311,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2009,0.384,NA,1.81,3.2,NA,82900,NA,222000,0.501,0.384,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2010,0.425,NA,1.79,2.91,NA,87300,NA,212000,0.547,0.425,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2011,0.344,NA,1.81,2.9,NA,65900,NA,206000,0.437,0.344,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2012,0.406,NA,1.67,3.03,NA,88000,NA,200000,0.523,0.406,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2013,0.47,NA,1.49,2.86,NA,84800,NA,176000,0.613,0.47,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2014,NA,NA,NA,NA,NA,81700,NA,NA,NA,NA,multinational
ALBASPAC,Albacore tuna South Pacific Ocean,2015,NA,NA,NA,NA,NA,68300,NA,NA,NA,NA,multinational
